Transaction_Text,Expected,source,Predicted,Confidence,Exception
UTR_2723167646 NEFT consumerloan monthly repayment,EMI,extreme_unseen_holdout,EMI,0.9646913851211476,False
LENDINGKART LOAN INSTALLMENT ORDER/82686940,EMI,extreme_unseen_holdout,EMI,0.9805277703449249,False
consumerloan_repament/53423069_monthly_BANK,EMI,extreme_unseen_holdout,EMI,0.9406037129962753,False
NACH pErSOnAlLOan LoAn paYmEnT:99341153,EMI,extreme_unseen_holdout,EMI,0.9536774009948582,False
auto paylater debti,EMI,extreme_unseen_holdout,EMI,0.9195110537196126,False
POS loan bajajfinance installment:18207249,EMI,extreme_unseen_holdout,EMI,0.9919948426399965,False
Ref 4145360130 Homeloan_Looan_Installment,EMI,extreme_unseen_holdout,EMI,0.9777582662432219,False
ID:3841497322 ecs installment deduction CHARGE,EMI,extreme_unseen_holdout,EMI,0.9717728653980118,False
debit:82207121 auto NACH homeloan,EMI,extreme_unseen_holdout,EMI,0.9877687774999957,False
Paylater/Emi/Pyament/Card,EMI,extreme_unseen_holdout,EMI,0.8385732838060319,False
IMPS ConsuMeRLoSn:LOaN:inStallmENt,EMI,extreme_unseen_holdout,EMI,0.9964601377352421,False
ID_4444011564 TXN:debit:nach:auto:26053336,EMI,extreme_unseen_holdout,EMI,0.8291435938300722,False
Ref_1229042467 veHiclEfInAnce/InSTallmENt//deDUCTion CARD,EMI,extreme_unseen_holdout,EMI,0.9602217707175662,False
Educationloan-Installment-Deduction-PAYMENT_62068308,EMI,extreme_unseen_holdout,EMI,0.9728691633040458,False
Ref_7172916806 BANK EMI/INSTALLMENT/DEDUCTION/MERCHANT,EMI,extreme_unseen_holdout,EMI,0.9563914578000292,False
UTR-1497798663 BNPL MONTHLY REPAYMENT ACCOUNT*98743965,EMI,extreme_unseen_holdout,EMI,0.9534923937636257,False
NEFT carloan emi payment PAID,EMI,extreme_unseen_holdout,EMI,0.9776800851838263,False
ID 5036766112 POS bNPL_loAn_paymENt DR,EMI,extreme_unseen_holdout,EMI,0.7542272989328128,False
ID-3189249301 creditcard auto debit*37632064,EMI,extreme_unseen_holdout,EMI,0.965005968371781,False
UTR:3945342403 creditcard*emi*payment MERCHANT,EMI,extreme_unseen_holdout,EMI,0.94424731859813,False
PAYMENT ID_7333175313 EDUCATIONLOAN BANK PAYMENT EMI,EMI,extreme_unseen_holdout,EMI,0.9280823343357734,False
ID/1132677946 Ecs Emi Paymemt Account,EMI,extreme_unseen_holdout,EMI,0.870252765039531,False
UPI InsTallmEnT_DEDuctiON_HomeLOan ONLINE,EMI,extreme_unseen_holdout,EMI,0.9889678113768537,False
LENDINGKART-INSTALLMENT-DEDUCTION:93587000-PAID,EMI,extreme_unseen_holdout,EMI,0.9743812051255487,False
Ref_5998149901-Personalloan-Emi-Payment,EMI,extreme_unseen_holdout,EMI,0.9862955497432842,False
CONSUMERLOAN DEBIT AUTO,EMI,extreme_unseen_holdout,EMI,0.9839622320178079,False
UTR-9718515888 IMPS educationloan emi payment-62801608 SUCCESS,EMI,extreme_unseen_holdout,EMI,0.9437882516309136,False
ID:9392707018 UPI cArloAn LoAn instaLlmENT CARD,EMI,extreme_unseen_holdout,EMI,0.9957388465146157,False
veHICleFiNanCe mOntHly rePAYmeNT MERCHANT:19161283,EMI,extreme_unseen_holdout,EMI,0.9656073932975957,False
UTR:117590313 homeloan installment deduction,EMI,extreme_unseen_holdout,EMI,0.9923018190808144,False
SIP ACCOUNT CONTRIBUTION,Investment,extreme_unseen_holdout,Investment,0.9937963409785905,False
ID_384121355 NEFT_Etf_Booking,Investment,extreme_unseen_holdout,Investment,0.7138014016499534,False
ID 5899841381 NACH equity sip contribution:40964889,Investment,extreme_unseen_holdout,Investment,0.9951042577835424,False
Ref*7141760166 ACCOUNT CONTRIBUTION MUTUALFUND CARD,Investment,extreme_unseen_holdout,Investment,0.9717007167208019,False
ID 1944473382 sHarE SinVEstmEnt REF,Investment,extreme_unseen_holdout,Investment,0.9490280695196023,False
NEFT ONLINE upstox contribution sip-87058379,Investment,extreme_unseen_holdout,Investment,0.9782507839976573,False
purchase_groww_NACH,Investment,extreme_unseen_holdout,Investment,0.6484548930648151,False
NEFT sharse*purchase-30830619*SUCCESS,Investment,extreme_unseen_holdout,Investment,0.60402482177162,False
BANK Ref_625560683 angeline purchase DR,Investment,extreme_unseen_holdout,Investment,0.4674876978164943,True
IMPS UTR:7501108637-securities-equity-delivery CHARGE,Investment,extreme_unseen_holdout,Investment,0.967479113374255,False
Demat*Sip*Contribution Success,Investment,extreme_unseen_holdout,Investment,0.9905816213472954,False
Ref*5763932271 stocKs:pUrChase:63588467 COMPLETED,Investment,extreme_unseen_holdout,Investment,0.5598181746139433,True
Zerodha*Investment*Upi*62295374,Investment,extreme_unseen_holdout,Investment,0.9814727296214124,False
NACH upstOx sip ContrIbUtIoN PAID,Investment,extreme_unseen_holdout,Investment,0.9791074082366643,False
shares:quity:delivery,Investment,extreme_unseen_holdout,Investment,0.9764267676492844,False
ID 9069314862 equity:equity:delivery:36115177,Investment,extreme_unseen_holdout,Investment,0.985581538300671,False
account etf ocntribution 59023137,Investment,extreme_unseen_holdout,Investment,0.9716428235615481,False
Utr:4126088213 Fd Account Contribution,Investment,extreme_unseen_holdout,Investment,0.9918841158574206,False
Ref_3188050342 BANK_securities_booking_REF,Investment,extreme_unseen_holdout,Investment,0.882420342155025,False
NEFT DEMAT CONTRBIUTION ACCOUNT,Investment,extreme_unseen_holdout,Investment,0.8870544233227258,False
SECURITIES-PURCHASE,Investment,extreme_unseen_holdout,Investment,0.9033693714791099,False
UPI ID booking bond 6197420366,Investment,extreme_unseen_holdout,Investment,0.783925036679028,False
TXN EQUITY DELIVERY Ref*4905538884 PORTFOLIO,Investment,extreme_unseen_holdout,Investment,0.9830604783036083,False
puurchase-upstox-11722577-REF,Investment,extreme_unseen_holdout,Investment,0.8072479284776527,False
INVESTMENT COMPLETED*88962372 ZERODHA,Investment,extreme_unseen_holdout,Investment,0.9589336458923209,False
mutualfund:contribution:sip:DEBIT,Investment,extreme_unseen_holdout,Investment,0.9914451941069482,False
UTR_4054860152 booking equit_66847082,Investment,extreme_unseen_holdout,Investment,0.7569178806939293,False
delivery equity fixeddeposit_60487757,Investment,extreme_unseen_holdout,Investment,0.9788458001140882,False
Recurringdeposit Sip Contibution,Investment,extreme_unseen_holdout,Investment,0.9806080826451882,False
investment fd SUCCESS,Investment,extreme_unseen_holdout,Investment,0.9877242530926159,False
Pf Account Contribution,Investment,extreme_unseen_holdout,Investment,0.982837711713645,False
demt booking,Investment,extreme_unseen_holdout,Investment,0.6218153765659135,False
Sip Contributoon Mutualfund Order,Investment,extreme_unseen_holdout,Investment,0.9617155686189819,False
contribution_30932089 bond ID/8046129054 account,Investment,extreme_unseen_holdout,Investment,0.9698666047426253,False
recurringdeposit:purchase:ORDER/28620863,Investment,extreme_unseen_holdout,Investment,0.7769900187836648,False
ID/9411533996/SHarees/AcCounT/coNTrIButiON*69432736,Investment,extreme_unseen_holdout,Investment,0.9320825106993864,False
zerodha sip conTRIbution SUCCESS,Investment,extreme_unseen_holdout,Investment,0.9890350614448975,False
IMPS zerodhA ACCOunt cONTribUTiON,Investment,extreme_unseen_holdout,Investment,0.986575795608602,False
ID:9279028378/upstox/contribution/sip:95309538,Investment,extreme_unseen_holdout,Investment,0.9824859746520217,False
UTR:2469264637 POS sip account contribution,Investment,extreme_unseen_holdout,Investment,0.9504329020865716,False
CARD eqiuty purchase,Investment,extreme_unseen_holdout,Investment,0.5068376108474902,True
SHARES INVESTMENT/94437873,Investment,extreme_unseen_holdout,Investment,0.9858824577482964,False
sip contribution-4756881 shares SUCCESS,Investment,extreme_unseen_holdout,Investment,0.9909096125558944,False
RwcuRringDePosIT BoOking,Investment,extreme_unseen_holdout,Investment,0.8975376630284364,False
ID IMPS EQUITY DELIVERY RECRURINGDEPOSIT 388977214,Investment,extreme_unseen_holdout,Investment,0.9808166025924403,False
IMPS:etf:investment,Investment,extreme_unseen_holdout,Investment,0.9724012684439932,False
ID:5134763291 zerodha account contribution PAID,Investment,extreme_unseen_holdout,Investment,0.9797746095126069,False
NACH UTR*7091452528 ppf sip contribution PAYMENT,Investment,extreme_unseen_holdout,Investment,0.9647898072233407,False
portfolioo investment TXN,Investment,extreme_unseen_holdout,Investment,0.9624027819001371,False
ID-6041481779 NEFT angelone sip contriubtion/28745408 REF,Investment,extreme_unseen_holdout,Investment,0.9003101541644662,False
TXN-67303415 IMPS account contribution ppf,Investment,extreme_unseen_holdout,Investment,0.9738879362836798,False
portfolio Sip conTributIoN,Investment,extreme_unseen_holdout,Investment,0.9922315740745142,False
UTR/9945887015 UPI bond/equity/delivery*50508019,Investment,extreme_unseen_holdout,Investment,0.9040641381811428,False
bond-delivery_41354464-equity-PAID,Investment,extreme_unseen_holdout,Investment,0.9761655530857849,False
Ref-9404335470 upstox--contribution-account,Investment,extreme_unseen_holdout,Investment,0.9868085331766897,False
INVESTMENT/ACCOUNT/UPSTOX-86372752,Investment,extreme_unseen_holdout,Investment,0.9497359182651495,False
IMPS ID/486371251 secUrItiEs eqUItY deliVerY/29799874 REF,Investment,extreme_unseen_holdout,Investment,0.9676472605103089,False
ID*7306060336/BANK/GRoWW/eQuITy/delivery_98754135,Investment,extreme_unseen_holdout,Investment,0.8798048096125815,False
FIXEDdEpOsiT eQUITy dElIVery DEBIT,Investment,extreme_unseen_holdout,Investment,0.9861040729565881,False
ID_8900982702*groww*account*contribution_69997873*ACCOUNT,Investment,extreme_unseen_holdout,Investment,0.9487178322699927,False
Zerodha Sip Contribution*4257712 Paid,Investment,extreme_unseen_holdout,Investment,0.9916441808346784,False
UTR/8729448224 Demat Sip Contribution MERCHANT:7395539,Investment,extreme_unseen_holdout,Investment,0.9895052545376878,False
POS UTR*9980390409*etfequity*delivery*SUCCESS,Investment,extreme_unseen_holdout,Investment,0.6773568928647624,False
TXN SIP PURCHASE REF,Investment,extreme_unseen_holdout,Investment,0.8026368970418002,False
Upi Bond Sip Cnotribution,Investment,extreme_unseen_holdout,Investment,0.9761269238448862,False
Ref 3142942887 NACH sharesi nvestment COMPLETED,Investment,extreme_unseen_holdout,Investment,0.7083108458487338,False
investment nps ONLINE,Investment,extreme_unseen_holdout,Investment,0.965106124466471,False
fixeddeposit purchase MERCHANT,Investment,extreme_unseen_holdout,Investment,0.8598383567694328,False
Angelone Investment,Investment,extreme_unseen_holdout,Investment,0.9792333118919992,False
Securities:Account:Contributiion-34510837,Investment,extreme_unseen_holdout,Investment,0.9584653471763268,False
equity-booking,Investment,extreme_unseen_holdout,Investment,0.9747405578185375,False
GROWW BOOKING*36238232 ACCOUNT,Investment,extreme_unseen_holdout,Investment,0.9191294480232591,False
ID-4852898205 sip_sip_contribution-13556669,Investment,extreme_unseen_holdout,Investment,0.9936282391104024,False
ECS Ref demat 989669185 purchase ONLINE,Investment,extreme_unseen_holdout,Investment,0.6076233179495134,False
Ref/5482420014 securities:account:contribution,Investment,extreme_unseen_holdout,Investment,0.9846153922234486,False
ECS Booking Groww Order:59799102,Investment,extreme_unseen_holdout,Investment,0.7742871327500158,False
COnTribUtiOn-28525711 BoNd accouNT BANK,Investment,extreme_unseen_holdout,Investment,0.9788858519279328,False
FD sipp ContribuTion ONLINE,Investment,extreme_unseen_holdout,Investment,0.9930987080449258,False
sharees purchase/15182698,Investment,extreme_unseen_holdout,Investment,0.6953328972509709,False
sp purchase:85130795,Investment,extreme_unseen_holdout,Shopping,0.6094464241435196,False
NEFT SECURITIES*BOOKING*DEBIT,Investment,extreme_unseen_holdout,Investment,0.8637247692179619,False
shAres Sip CoNTirbutIon REF 95172217,Investment,extreme_unseen_holdout,Investment,0.9837742975980794,False
UTR*1998018140 ECS secruities sip contribution,Investment,extreme_unseen_holdout,Investment,0.9899373456390826,False
UTR:6903052029 nps booking*58693985 PAID,Investment,extreme_unseen_holdout,Investment,0.9655693022054843,False
swcurities investment*52624194,Investment,extreme_unseen_holdout,Investment,0.9853399911206239,False
UTR*6421725764 bond investment PAID,Investment,extreme_unseen_holdout,Investment,0.9616123371108523,False
equity/account/contribution PAID NACH 22102103,Investment,extreme_unseen_holdout,Investment,0.9465996345545452,False
UPSTOX-EQUITY-DELIVERY-ACCOUNT*43164610,Investment,extreme_unseen_holdout,Investment,0.9844089852160185,False
UTR 5901021966 ECS/nps/account/contribution:86373148,Investment,extreme_unseen_holdout,Investment,0.9707299654465132,False
ECS EQuiTy PUrchase*92523224,Investment,extreme_unseen_holdout,Investment,0.9385938978327325,False
TXN Etf Investmeent,Investment,extreme_unseen_holdout,Investment,0.9012529376959854,False
UTR-4665743851 ppf equity delivery,Investment,extreme_unseen_holdout,Investment,0.983468654202171,False
Id:875772617-Pos-Fd-Equity-Delivery*89829023,Investment,extreme_unseen_holdout,Investment,0.9683399342523772,False
NEFT Utr*853370355 Fixeddeposit Booking-2423960,Investment,extreme_unseen_holdout,Investment,0.9101839004746346,False
Ref:3059516828 NACH ACCOUNT UPSTOX CONTRIBUTION DEBIT,Investment,extreme_unseen_holdout,Investment,0.9482585599584529,False
POS fd account ID:7971187256 contribution,Investment,extreme_unseen_holdout,Investment,0.9694335718345904,False
NACH Bond_Account_Contribution 63097793,Investment,extreme_unseen_holdout,Investment,0.9763006384045616,False
mutualfund_equity_delivery_OCMPLETED,Investment,extreme_unseen_holdout,Investment,0.9802725642788023,False
investment securities DR_83704438,Investment,extreme_unseen_holdout,Investment,0.9501601363741806,False
BANK ID/9776479638 sip contribution etf PAYMENT:1669681,Investment,extreme_unseen_holdout,Investment,0.9616560184176786,False
furnitrue retail purchase*59519160,Shopping,extreme_unseen_holdout,Shopping,0.9832617189808561,False
POS TXN Ref_441660803 shopping payment:27220912 furniture,Shopping,extreme_unseen_holdout,Shopping,0.9627333632855467,False
meesho:online:order:DR,Shopping,extreme_unseen_holdout,Shopping,0.9709464374241219,False
BANK PAYMENT SHPPING AMAZON CHARGE,Shopping,extreme_unseen_holdout,Shopping,0.8235940649851682,False
titan shopping payment 41248007,Shopping,extreme_unseen_holdout,Shopping,0.9733939320389831,False
Tanishq POS poDuct PUrChase,Shopping,extreme_unseen_holdout,Shopping,0.9124367754741567,False
ID/847856065 order amazon online:60464870,Shopping,extreme_unseen_holdout,Shopping,0.9897075461789282,False
ID-550097437 TXN clothing card purchase CHARGE,Shopping,extreme_unseen_holdout,Shopping,0.9403903911922559,False
NEFT tanishq product purchase,Shopping,extreme_unseen_holdout,Shopping,0.9822522956102456,False
TXN card purchase laptop_64887659,Shopping,extreme_unseen_holdout,Shopping,0.9378071190470353,False
tanishq retail purchase REF*39412598,Shopping,extreme_unseen_holdout,Shopping,0.9773942110375524,False
purchase clothing retail 62759412,Shopping,extreme_unseen_holdout,Shopping,0.9927822346314787,False
TNX AJiO oNLine ORdER:2512395,Shopping,extreme_unseen_holdout,Shopping,0.9831827202151079,False
purchase 67659472 card laptop NEFT SUCCESS,Shopping,extreme_unseen_holdout,Shopping,0.886078275699288,False
UTR/1194619817 DECathlON Card pUrCHase MERCHANT-48660630,Shopping,extreme_unseen_holdout,Shopping,0.9530816371704862,False
Pruchase*19999460 Clothing Retail Txn,Shopping,extreme_unseen_holdout,Shopping,0.9324667794161065,False
furniture:ONLINE:purchase:retail:UTR_66932329,Shopping,extreme_unseen_holdout,Shopping,0.9839164374894525,False
TANISHQ/ONLINE/ORDER/53531343,Shopping,extreme_unseen_holdout,Shopping,0.9191045734940396,False
IMPS FURNITURE-PRODUCT-PURCHASE 47072733,Shopping,extreme_unseen_holdout,Shopping,0.9796223510611356,False
Card Meesho Upi 73228711 Purchase ONLINE,Shopping,extreme_unseen_holdout,Shopping,0.9727919077713235,False
UTR*4908730400 FLIPKART ONLINE ORDER COMPLETED,Shopping,extreme_unseen_holdout,Shopping,0.9481497496651059,False
ECS meesho:order:payment,Shopping,extreme_unseen_holdout,Shopping,0.9440968171882415,False
CROMA CARD PURCHASE COMPLEED,Shopping,extreme_unseen_holdout,Shopping,0.9657087739714707,False
ECS Ref_1253678138 Laptop Shoppong Payment,Shopping,extreme_unseen_holdout,Shopping,0.8023745243592877,False
NACH croma:card:purchase,Shopping,extreme_unseen_holdout,Shopping,0.9815368562630308,False
Ref 902378927 titan olnine order/84534896,Shopping,extreme_unseen_holdout,Shopping,0.8411165250521808,False
retail reliancedigital uprchase-27193264 PAYMENT,Shopping,extreme_unseen_holdout,Shopping,0.9659661926122474,False
ID-5606788231/PAYMENT_19851802/ORDER/RELIANCEDIGITAL,Shopping,extreme_unseen_holdout,Shopping,0.7838867069972569,False
NEFT Ref*7001771004*myntra*online*order,Shopping,extreme_unseen_holdout,Shopping,0.9755345572882932,False
purchase-clothing-card-ID-4167328664-TXN-44707425,Shopping,extreme_unseen_holdout,Shopping,0.9558060066996178,False
clothing/retail/purchase,Shopping,extreme_unseen_holdout,Shopping,0.9662922015746438,False
ECS ecommerce*product*purcase CHARGE*96635013,Shopping,extreme_unseen_holdout,Shopping,0.9171765288078823,False
ID/3384694181 ECS myntra:shopping:payment,Shopping,extreme_unseen_holdout,Shopping,0.9586023065392553,False
ID-4552913058 POS ikea card purchase,Shopping,extreme_unseen_holdout,Shopping,0.8894306695132899,False
ID_7510452114 CLOTHING CARD PURCHASE DR,Shopping,extreme_unseen_holdout,Shopping,0.9049814394858543,False
deCathloN-ProdUcT-pUrchAse*83141696,Shopping,extreme_unseen_holdout,Shopping,0.9866271163137652,False
payyment*order*flipkart*ONLINE*UTR_3650358050,Shopping,extreme_unseen_holdout,Shopping,0.8891497069604256,False
ID/2233132949 ORDER ECS PAYMENT ELECTRONICS,Shopping,extreme_unseen_holdout,Shopping,0.9582659692754797,False
titan*order*paymennt,Shopping,extreme_unseen_holdout,Shopping,0.8447234371389082,False
clothing/online/ordeer COMPLETED,Shopping,extreme_unseen_holdout,Shopping,0.7668372654651572,False
BANK-flipkart-order-payment ID_1923897611,Shopping,extreme_unseen_holdout,Shopping,0.8163619244097395,False
Ref-190239477 Appliance-Product-Purchase,Shopping,extreme_unseen_holdout,Shopping,0.9888700963089033,False
POS reliancedigital order paymment,Shopping,extreme_unseen_holdout,Shopping,0.8123545845649713,False
ID:9970114943 Tanishq_Online_Order MERCHANT-34877297,Shopping,extreme_unseen_holdout,Shopping,0.9608627876660564,False
TXN/ID_1279289881/FliPkART/OnliNe/OrdEr/ORDER,Shopping,extreme_unseen_holdout,Shopping,0.8504435438738829,False
POS shopping apyment ikea*71861772,Shopping,extreme_unseen_holdout,Shopping,0.8350344047558289,False
Payment Pos Ref:8024647540 CHARGE Order Amazon,Shopping,extreme_unseen_holdout,Shopping,0.7643444526988554,False
Myntra Retail Purchase,Shopping,extreme_unseen_holdout,Shopping,0.9865116548450883,False
online cothing order:40117461 ONLINE,Shopping,extreme_unseen_holdout,Shopping,0.9727466986726763,False
UPI flipkart product purchase-25022780,Shopping,extreme_unseen_holdout,Shopping,0.9769327942725713,False
UTR:9377060046 myntra:online:order:ONLINE,Shopping,extreme_unseen_holdout,Shopping,0.9859603970340889,False
NACH ID*209612927 taNISHq shoPpIng PaYmenT_73943917 ORDER,Shopping,extreme_unseen_holdout,Shopping,0.9814645442903902,False
titan*product*puurchase PAID,Shopping,extreme_unseen_holdout,Shopping,0.9366425361857416,False
croma*product*UPI*purchase,Shopping,extreme_unseen_holdout,Shopping,0.9618014387164071,False
ECS*ID/2463973407*meesho*product*purchase,Shopping,extreme_unseen_holdout,Shopping,0.9731637292255212,False
Ikea:Order:Payment:Order,Shopping,extreme_unseen_holdout,Shopping,0.8843751914931202,False
UTR:9043786263 furniture order payment,Shopping,extreme_unseen_holdout,Shopping,0.945180244242134,False
IMPS:nykaa:card:purchase/82320266,Shopping,extreme_unseen_holdout,Shopping,0.9406179614811127,False
BANK UTR*4690514055 aJjio retail PurChase,Shopping,extreme_unseen_holdout,Shopping,0.9469324783634542,False
Flipkart Purchase Product,Shopping,extreme_unseen_holdout,Shopping,0.9847508248066839,False
ID 2589998048 PAYMENT:83223748 SHOPPING IKEA,Shopping,extreme_unseen_holdout,Shopping,0.9344371562842486,False
ECS APPLIANCE ONLINE ORDER 60604209 DEBIT,Shopping,extreme_unseen_holdout,Shopping,0.9413199066886213,False
UTR-8755951997 laptop shopping payment_83486973,Shopping,extreme_unseen_holdout,Shopping,0.9338895448733466,False
ID*5013942233-meesho-retail-purchase,Shopping,extreme_unseen_holdout,Shopping,0.9781080867707486,False
pAymenT:61117002 MEESho ONLINE shopping,Shopping,extreme_unseen_holdout,Shopping,0.988269129355966,False
UTR5:974889068 AMAZoN Online ORDeR,Shopping,extreme_unseen_holdout,Shopping,0.9903945344486632,False
order ONLINE PAYmEnT-35730945 aMAziN,Shopping,extreme_unseen_holdout,Shopping,0.9378241013706241,False
ID/7094317889 ECS PRODUCT RETAIL PURCHASE REF,Shopping,extreme_unseen_holdout,Shopping,0.977477811785342,False
NEFT purchase mobilephone retail DEBIT*75895032,Shopping,extreme_unseen_holdout,Shopping,0.9317036347853754,False
BANK-CLOTHING-SHOPPING-PAYMENT,Shopping,extreme_unseen_holdout,Shopping,0.9620751742520843,False
UPI MOBILEPHONE CARD PURCHASE ONLINE*68936874,Shopping,extreme_unseen_holdout,Shopping,0.9567736262824392,False
POS paYMent shOppINg ReTaIl DEBIT,Shopping,extreme_unseen_holdout,Shopping,0.9171757245503458,False
ECOMMERCE CARD PURCHASE,Shopping,extreme_unseen_holdout,Shopping,0.9564101566008124,False
reliancedigital retail purchase UTR*5054501158,Shopping,extreme_unseen_holdout,Shopping,0.9798522794396756,False
MYNTRA/ONNLINE/ORDER*10061806,Shopping,extreme_unseen_holdout,Shopping,0.9163852383628409,False
ID*4250622380 purchase card mobilephone:68944185,Shopping,extreme_unseen_holdout,Shopping,0.9465930317078549,False
laptop product urchase PAYMENT*73203718,Shopping,extreme_unseen_holdout,Shopping,0.9279312232507864,False
REF/7712394779 ONLINE ORDER RETAIL,Shopping,extreme_unseen_holdout,Shopping,0.9959639715650757,False
reliancedigital_shopping_payment MERCHANT,Shopping,extreme_unseen_holdout,Shopping,0.9503185525495275,False
Pos Flipkart Shopping Payment,Shopping,extreme_unseen_holdout,Shopping,0.944898534101058,False
UTR*843847377 POS decathlon product purchse:67633513,Shopping,extreme_unseen_holdout,Shopping,0.9319666738765419,False
UTR_1173416219 puRchASe EcomMeRCE rEtAiL,Shopping,extreme_unseen_holdout,Shopping,0.9616762148558441,False
reliancedigital_shopping_payment_SUCCESS:18371856,Shopping,extreme_unseen_holdout,Shopping,0.9477418356178479,False
reliancedigital/shpoping/payment,Shopping,extreme_unseen_holdout,Shopping,0.7540078656948233,False
IMPS reliancedigital shopping paymennt,Shopping,extreme_unseen_holdout,Shopping,0.9269819691601148,False
purchase/8769497 retail ecommerce,Shopping,extreme_unseen_holdout,Shopping,0.9741504042586311,False
Purchase Laptop Product,Shopping,extreme_unseen_holdout,Shopping,0.9648405772261502,False
UPI ID*5163018429 CLOTHING-CARD-PURCHASE REF,Shopping,extreme_unseen_holdout,Shopping,0.9319287107440745,False
IMPS order ikea Ref*7727404171 online,Shopping,extreme_unseen_holdout,Shopping,0.9248026023116137,False
ID 2650697257 NykAa reTail Purchase 76365225,Shopping,extreme_unseen_holdout,Shopping,0.9797285765232179,False
POS online nykaa order_60860703,Shopping,extreme_unseen_holdout,Shopping,0.9096589423504967,False
UPI reliancedigital_online_order 73829682,Shopping,extreme_unseen_holdout,Shopping,0.9629065329744239,False
NACH ID-3496577408 ELECTRONICS RETAIL PURCHASE,Shopping,extreme_unseen_holdout,Shopping,0.9897948623715714,False
NACH ID6018776276 tanishq retail purchase,Shopping,extreme_unseen_holdout,Shopping,0.9773467898806704,False
appliANCe*prOduCT*puRcHASe,Shopping,extreme_unseen_holdout,Shopping,0.9888700963089033,False
Nykaa Retail Purchase-87499615,Shopping,extreme_unseen_holdout,Shopping,0.980878665352461,False
prodUCt MEeShO purchase,Shopping,extreme_unseen_holdout,Shopping,0.9888662058883961,False
Ajoo:Order:Payment_97679601:ACCOUNT,Shopping,extreme_unseen_holdout,Shopping,0.5588013210068749,True
clothingcard-purchase,Shopping,extreme_unseen_holdout,Shopping,0.9331232705149518,False
TXN meesho card purchase:37207399,Shopping,extreme_unseen_holdout,Shopping,0.98008821115419,False
