Transaction_Text,Label,source
Airindia COMPLETED Rail tickeT-49305120,Travel,extreme_augmented
ECS:Irctc:Hotel:Booking/14614593 ORDER,Travel,extreme_augmented
Utr/3047487643 Metro Fare Cab*16461149,Travel,extreme_augmented
PETROL TRAVEL PAYMENT,Travel,extreme_augmented
BANK TAXI BOOKING HOTEL CHARGE,Travel,extreme_augmented
Ref*2358821625 Iocl Fuel Payment Ssuccess,Travel,extreme_augmented
NEFT TXN fllight rapido ticket-26783237,Travel,extreme_augmented
raillway*flight*ticket,Travel,extreme_augmented
UTR 7792662350 rapido fuel payment_26264644,Travel,extreme_augmented
Id*4664556559 Indigo Rail Ticket Paid,Travel,extreme_augmented
REF*1711797903*LENDINGKART*LOAN*PAYMENT*TXN,EMI,extreme_augmented
TXN homeloan*monthly*repayment*ONLINE*50609708,EMI,extreme_augmented
repayment monthly mortgage MERCHANT,EMI,extreme_augmented
Monthly Utr_7573347943 Upi Educationloan Repayment,EMI,extreme_augmented
UTR*5532522379*educationloan*emi*payment,EMI,extreme_augmented
Nach:Bajajfinance:Auto:Debit:Payment,EMI,extreme_augmented
UTR/3292030053 BANK vehiclefinance deduction nistallment PAID,EMI,extreme_augmented
ID:1406082497 BANK repayment monthly educationloan,EMI,extreme_augmented
TXN UTR:813418926 ecS eMi Payment,EMI,extreme_augmented
IMPS bNPl:suto:DebIt,EMI,extreme_augmented
ID:7519743534 mOrtGage lOaN PayMeNT DEBIT,EMI,extreme_augmented
mortgage repayment monthly ACCOUNT:95944566,EMI,extreme_augmented
Homeloan Loan Installment Payment,EMI,extreme_augmented
NEFT ID:4441909302 bikeloan em payment-46724764,EMI,extreme_augmented
UTR_5346694542 installment*emi*payemnt*69216360,EMI,extreme_augmented
credItcard LoAn INStAllMeNt DEBIT,EMI,extreme_augmented
Ref*9535379699 CrediTcarD DEBiT autO CARRD,EMI,extreme_augmented
BANK vehiclefinance lon payment ONLINE,EMI,extreme_augmented
debit PAYMENT lendingkart auto,EMI,extreme_augmented
NEFT paYmeNt Paylater eMi,EMI,extreme_augmented
TXN*bikeloan*emi*payment,EMI,extreme_augmented
PAYLATER LOAN INSTALLMENT-74713220,EMI,extreme_augmented
Ref*8355893177 debit auto paylater POS 99369693 CHARGE,EMI,extreme_augmented
ID/66133076143 installment loan payment 94991576,EMI,extreme_augmented
ecs monthyl repayment:72109116 PAYMENT,EMI,extreme_augmented
POS payment loan emi 38218619,EMI,extreme_augmented
TXN ID_7300277222 paylater/loan/installment 33941726,EMI,extreme_augmented
Imps Homeloan Installment Deduction,EMI,extreme_augmented
MORTGAGE_EMI_PAYMENT_54834842,EMI,extreme_augmented
UTR:636525678-simpl-installment-deduction,EMI,extreme_augmented
UPI PAYLATER LOAN PAYMENT ONLINE,EMI,extreme_augmented
IMPS auto DR debit carloan,EMI,extreme_augmented
Ref*3068697487 vEhiclefiNaNCE*INstallment*DeductioN,EMI,extreme_augmented
ID/961154720/MORTGAGE/AUTO/DEBIT,EMI,extreme_augmented
UTR 1249526797 BANK installment monthly repayment ONLINE/10932614,EMI,extreme_augmented
installment deduction REF NEFTT carloan,EMI,extreme_augmented
loan ecs UTR:84468344944 installment,EMI,extreme_augmented
IMPS emi emi payment 62227892,EMI,extreme_augmented
installment ECS emi payment,EMI,extreme_augmented
BANK*bbIKELoan*AuTO*DeBit PAYMENT,EMI,extreme_augmented
BAJAJFINANCE MONTHLY RPEAYMENT:54340137 CHARGE,EMI,extreme_augmented
ID_1573589870 nach lLoaN PaymEnT,EMI,extreme_augmented
ATUO_DEBIT_BAJAJFINANCE CHARGE,EMI,extreme_augmented
POS-ecs-loan-payment:46273264-ACCOUNT,EMI,extreme_augmented
Nach Creditcardd Loan Installment:11280774,EMI,extreme_augmented
POS TXN lOan INsTallment eDUcatIOnlOaN,EMI,extreme_augmented
UTR:2464004965 UPI Bmpl-Loan-Installment,EMI,extreme_augmented
UPI eni auto debit,EMI,extreme_augmented
paYmEnT 472862323 ID LOaN mOrtgAge,EMI,extreme_augmented
BNP*LEMI*PAYMENT DR,EMI,extreme_augmented
CONSUMERLOAN/MONTHLY/REPAYMENT Ref_904573978,EMI,extreme_augmented
ID-5131910663 vehiclefinnace:loan:payment,EMI,extreme_augmented
IMPS mortgage:loan:isntallment:CHARGE,EMI,extreme_augmented
Consumerloane Mi Payment_94390596,EMI,extreme_augmented
IMPS:UTR/5162995:ecs:loan:payment PAYMENT,EMI,extreme_augmented
Ref/6674681313 Vehiclefinance*Installment*Deduction*MERCHANT,EMI,extreme_augmented
UTR/5618088779 ecs emi paymemt TXN_68954632,EMI,extreme_augmented
repayment lendingkart CARD monthlyy UTR 7110876464,EMI,extreme_augmented
Educatiionloan Monthly Repayment PAID,EMI,extreme_augmented
ID/2130841817*EMI*PAYMENT*INSTALLMENT*POS,EMI,extreme_augmented
NACH pAYlater EMi paYMEnt*70351385,EMI,extreme_augmented
AUTO CONSUMERLOAN DEBIT_56981766 DR,EMI,extreme_augmented
bikeLOAN/emI/PayMenT_44813449 BANK,EMI,extreme_augmented
UPI Bajajfniance_Loan_Payment,EMI,extreme_augmented
auto ecs debit ORDER,EMI,extreme_augmented
Ref/8034596624 debit BANK carloan auto COMPLETED,EMI,extreme_augmented
auot debit emi,EMI,extreme_augmented
MERCHANT installment loan installment,EMI,extreme_augmented
TXN bajajfinance/installment/deductoon CHARGE,EMI,extreme_augmented
IMPS BajaJFinance laoN iNstALLmEnt ORDER,EMI,extreme_augmented
NACH personalloan auto debit COMPLETED,EMI,extreme_augmented
TXN/PAYLATER/INSTALLMENT/DEDUCTION,EMI,extreme_augmented
installment emi payment 78699992,EMI,extreme_augmented
installment_emi_payment_TXN:13111733,EMI,extreme_augmented
simpl loanp ayment/50290470,EMI,extreme_augmented
UTR 2376377606 UPI auto debit_14502626 paylater,EMI,extreme_augmented
mortgage auto ACCOUNT debit,EMI,extreme_augmented
Ref/6637732173 Ecs Loan Payment DR,EMI,extreme_augmented
UTR-8541366428/calroan/auto/debit:87213638,EMI,extreme_augmented
installnent:debit:auto/61008302 TXN,EMI,extreme_augmented
NACH payment emi consumerloan Ref/8542820818,EMI,extreme_augmented
UTR:9248581834 ECS nachh loan installment,EMI,extreme_augmented
NEFT BNPL EMI PAYMENT,EMI,extreme_augmented
Deduction Installment Consumerloan,EMI,extreme_augmented
Ref 5140386691 auto TXN carloan debit,EMI,extreme_augmented
Bnpl:Loan:Payment/40724404,EMI,extreme_augmented
TXN ID-9058052040-creditcard-loan-payment 4770508,EMI,extreme_augmented
paylater*loan*paymet 91130834,EMI,extreme_augmented
LOAN CONUMERLOAN PAYMENT,EMI,extreme_augmented
HOMELOAN EMI UPI PAYMENT,EMI,extreme_augmented
BAJAJFINANCE LOAN INSTALLMENT:1368491 CHARGE,EMI,extreme_augmented
bikeloan auto debit TXN*3824943,EMI,extreme_augmented
NACH Consumerloan Installment Deduction 26225753 PAYMENT,EMI,extreme_augmented
IMPS ID-636859733 lendingkart auto debit,EMI,extreme_augmented
paylater/loan/installment,EMI,extreme_augmented
NACH PYMENT VEHICLEFINANCE LOAN DR,EMI,extreme_augmented
homeloan_installment_deduction:64209113_SUCCESS,EMI,extreme_augmented
BANK Utr:7373039389 Paylater Monthly Repayment Charge*91090490,EMI,extreme_augmented
ECS ecs_installment_deduction_MERCHANT_22858994,EMI,extreme_augmented
carloan/installment/deduction PAID,EMI,extreme_augmented
nach auto debit/56119365,EMI,extreme_augmented
Ref_8023845042 personalloan/loan/installment:50614654 CHARGE,EMI,extreme_augmented
NACH bajajfinance installment deduction,EMI,extreme_augmented
UPI consumerloan loan innstallment COMPLETED-22844505,EMI,extreme_augmented
UPI instaLlmeNt:UTR/9008527066:DeductIon:NaCh,EMI,extreme_augmented
Bajajfinance Auto Dbit,EMI,extreme_augmented
UPI loan payment-4189180 emi,EMI,extreme_augmented
Ref:5807682081:Emi:Emi:Paynent:ONLINE,EMI,extreme_augmented
UPImoNthLY*repAymenT*Carloan,EMI,extreme_augmented
Ref-8552323303 UPI mortgage installment deductin TXN:44520119,EMI,extreme_augmented
LOAN INSTALLMENT UTR/9626637507 ECS DR,EMI,extreme_augmented
UTR/4945798755 BANK*bajajfinance*installment*deduction,EMI,extreme_augmented
NACH_UTR*6327524329_deduction_installment_creditcard_SUCCESS,EMI,extreme_augmented
Consumerloan-Auto-Debit:95616706,EMI,extreme_augmented
POS deduction homeloa installment PAID,EMI,extreme_augmented
UTR*7066298072 emi loan payment:87123777 DR,EMI,extreme_augmented
UTR_9305781799 lendingkart installment deduction ONLINE,EMI,extreme_augmented
REPAYMENT NEFT ID-9027047068 MONTHLY NACH ACCOUNT,EMI,extreme_augmented
IMPS creditcard loan payment ACCOUNT,EMI,extreme_augmented
crEdITcaRd*eMi*payment DR,EMI,extreme_augmented
ECS:sImPl:InsTAllMenT:dedUcTiN-35749107,EMI,extreme_augmented
TXN-cArLOan-mOnThly-RepaymEnt-DR/43942681,EMI,extreme_augmented
BANK ecs aUto DeBit 99758673 CARD,EMI,extreme_augmented
loan installment/133373850 paylater NACH CHARGE,EMI,extreme_augmented
UTR-8969003136 LeNdIngKArt EMI pAyMeNT MERCHHANT,EMI,extreme_augmented
installment loan veihclefinance,EMI,extreme_augmented
NEFT installment repayment*23352442 monthly UTR:3385761049,EMI,extreme_augmented
TXN ID-9631788304e-mi-monthly-repayment-ONLINE,EMI,extreme_augmented
simpl installment deduction:25660353,EMI,extreme_augmented
CONSUMERLOAN AUTO DEBIT ONLINE-47138227,EMI,extreme_augmented
ID*8159339696*bnpl*monthly*repayment/16406784 BANK,EMI,extreme_augmented
consumerloan repaymment COMPLETED-33209543 monthly,EMI,extreme_augmented
Repayment Bajajfinance Monthly Bbank PAID,EMI,extreme_augmented
ECS Ref-5955537701 EDUCATIONLOAN LOAN PAYMENT/94260005,EMI,extreme_augmented
Bank Eduucationloan:Loan:Installment,EMI,extreme_augmented
UTR*9126034586 UPI installment lendingkart deduction,EMI,extreme_augmented
TXN carloan insatllment deduction,EMI,extreme_augmented
debit uato creditcard UPI,EMI,extreme_augmented
Bajajfinnace Loan Payment Card,EMI,extreme_augmented
UTR:1154195713 deduction bnpl installment,EMI,extreme_augmented
Ref*294135066:Ncah:Loan:Payment:SUCCESS,EMI,extreme_augmented
debit/auto/vehicllefinance CHARGE,EMI,extreme_augmented
IMPS loAN INsTalLmeNT bIKeLoan,EMI,extreme_augmented
NACH bajajfinance repayment monthly,EMI,extreme_augmented
installment lenidngkart loan,EMI,extreme_augmented
ID 6857889622 INsTALlMent rePaYmENt mOntHLy,EMI,extreme_augmented
NEFT Ref/1311403387:mortgage:monthly:repayment ONLINE 9038337,EMI,extreme_augmented
payLatER iNstalLment deduCtion 89411275 CHARGE,EMI,extreme_augmented
Ref 7450457613 NEFT-carloan-emi-payment-42017101,EMI,extreme_augmented
ID*4174291116 UPI lendingkart installment deduction,EMI,extreme_augmented
UPI*ID-3238868205*bikeloana*uto*debit:1101565,EMI,extreme_augmented
BANK UTR-976184148 mortgage payment emi TXN,EMI,extreme_augmented
NACH/loan/personalloan//installment-32084654,EMI,extreme_augmented
installment/loanp/ayment,EMI,extreme_augmented
ID/3762396991/mortgage/emi/payment/PAYMENT,EMI,extreme_augmented
BANK consumerloann installment deduction ONLINE-28684456,EMI,extreme_augmented
UPI LOAN CREDITCARD 36209540 PAYMENT CHARGE,EMI,extreme_augmented
MONTHLY PERSONALLOAN REPAYMENT/88385575,EMI,extreme_augmented
Ref/9978192944 Pos_Bikeloan_Auto_Debit,EMI,extreme_augmented
LOAN PAYMENT_99414004 BIKEOLAN,EMI,extreme_augmented
HOMELOAN:INSTALLMENT:DEDUCTION:SUCCESS,EMI,extreme_augmented
cArloaN*lOan*installmEnT UPI,EMI,extreme_augmented
EDUCATIONLOAN:MONTHLY:REPAYMENNT,EMI,extreme_augmented
IMPS simpl loan ID_5326432063 payment 82824528,EMI,extreme_augmented
IMPS MortGage DEduction iNsTAllMenT,EMI,extreme_augmented
UTR/5986817932 PAYLATER EMI PAYMENT CARD,EMI,extreme_augmented
Emi Payment Utr*1586881387 Vehiclefinance CARD,EMI,extreme_augmented
bajajfINaNCE AUtO DEbIt COMPLETED,EMI,extreme_augmented
PAylAter instalLmenT ddedUCtIon,EMI,extreme_augmented
LOAN BIKELOAN INSTALLMENT 44141852,EMI,extreme_augmented
ID/1735338610 Nach Monthly Reayment COMPLETED,EMI,extreme_augmented
educationloan debit auto:4361439,EMI,extreme_augmented
mortgage installment deduction:70276545,EMI,extreme_augmented
BANK*homeloan*installment*deduction,EMI,extreme_augmented
Ecs:Auto:Debit_21924757,EMI,extreme_augmented
UPI ecs*lloan*payment,EMI,extreme_augmented
NEFT peRsOnallOan AuTo DEBiT,EMI,extreme_augmented
payment-1218678 bikeloan TXN loan,EMI,extreme_augmented
ID/3187444882 IMPS VeHicLefinANce iNstallmeNt dEDucTioN COMPLETED,EMI,extreme_augmented
BANK paylater monthly repayment CHARGE,EMI,extreme_augmented
BIKELOAN INSTALLMENT DEDUCTION ORDER-68414753,EMI,extreme_augmented
UPI bikeloan*loan*paymet*PAID:70992328,EMI,extreme_augmented
NEFT UTR-1011922208 HOMELOAN LOAN PAYMENT,EMI,extreme_augmented
ID:5775048301 POS payment:bnpl:emi SUCCESS,EMI,extreme_augmented
POS bnpl*loan*payment CARD_81619608,EMI,extreme_augmented
UPI consumerloan loan payment ORDER 63414042,EMI,extreme_augmented
UTR/5600953270 Lendingkart-Auto-Dwbit 25557239,EMI,extreme_augmented
TXN:debit*81492353:auto:lendingkart,EMI,extreme_augmented
paylater auto debit-31707029,EMI,extreme_augmented
Ref:1034959552 monthly repayment emi-26894600 ACCOUNT,EMI,extreme_augmented
UTR*8501620011 consumerloan installment deduction,EMI,extreme_augmented
PAID_44588940 POS installment eecs loan,EMI,extreme_augmented
MONThly repAyMeNt ID_7705079139 BANK bnpl_56899227,EMI,extreme_augmented
wMI EMi ID/3184370469 paYment,EMI,extreme_augmented
mortgage loan payment ACCOUNT,EMI,extreme_augmented
Ref/8754827564/persONalloan/autO/debIt*35755449,EMI,extreme_augmented
POS creditcard auto debit_79501513 DEBIT,EMI,extreme_augmented
emi payment carloan MERCHANT,EMI,extreme_augmented
ID-2365958670 UPI CREDITCARD LOOAN INSTALLMENT SUCCESS,EMI,extreme_augmented
emi-monthly-repayment-ORDER_54759429 UTR*5329156974,EMI,extreme_augmented
POS Ref*1031519045 vehiclefinance loan installment COMPLETED 19917026,EMI,extreme_augmented
UPI ID:6791466356 ncH AUtO DebiT PAID,EMI,extreme_augmented
NEFT educationloan_loan_installment,EMI,extreme_augmented
BaJajfinancee*MoNtHLy*REPaYmenT SUCCESS,EMI,extreme_augmented
BANK Simpl Emi Payment,EMI,extreme_augmented
LOAN PAYMENT BNPL COMPLETED,EMI,extreme_augmented
Ref*4231046183 personalloan auto debit*52034236,EMI,extreme_augmented
Ref/3180918583 EMi lOan payMENT,EMI,extreme_augmented
consumerloan debit NEFT MERCHANT auto,EMI,extreme_augmented
loan creditcard ORDER payment ID_2210208159,EMI,extreme_augmented
ID*6295480750 BANK simpl loan installment*53959804,EMI,extreme_augmented
NACH:bnpl:auto:debit_47641671 PAYMENT,EMI,extreme_augmented
bajajfinance auto debit SUCESS:9122300,EMI,extreme_augmented
Ref:4838525627 leendingkart:emi:payment/46292359,EMI,extreme_augmented
NEFT BAJAJFINANCE INSTALLMENT DEDUCTION 8106144,EMI,extreme_augmented
deduction-nistallment-nach-TXN,EMI,extreme_augmented
ID-3058140429 NNACH installment emi payment DEBIT,EMI,extreme_augmented
ID-7259266063 Carloan MonthlyR epayment TXN 73824710,EMI,extreme_augmented
ECS LOAN IINSTALLMENT CHARGE,EMI,extreme_augmented
TXN:CREDITCARD:INSTALLMENT:DEDUCTION ONLINE,EMI,extreme_augmented
ID 2449756894 Equity Purchase_80576583,Investment,extreme_augmented
UTR/831296364 DELIVERY CHARGE SIP EQUITY,Investment,extreme_augmented
DELIVERY ORDER SHARES EQUITY,Investment,extreme_augmented
NACH securities purchase TXN,Investment,extreme_augmented
zerodha/equity/delivery,Investment,extreme_augmented
BANK delivery nps equity,Investment,extreme_augmented
Ref:606595270:groww:purchase-12289898,Investment,extreme_augmented
BOOKING SECURITIES NACH,Investment,extreme_augmented
npS_invesTmeNT-79454715,Investment,extreme_augmented
ORDER*purrchase*nps-4472963,Investment,extreme_augmented
TXN recurringdeposit/equity/edlivery:71071831,Investment,extreme_augmented
UTR_551144553 bond-purchase_25397175,Investment,extreme_augmented
nps:sip:conrtibution_18817152,Investment,extreme_augmented
account*bond*contribution*19983473,Investment,extreme_augmented
sHares accounT coNTrIbUtion-15790702,Investment,extreme_augmented
nps/sip/contribution/13036912 COMPLETED,Investment,extreme_augmented
IMPS etf-booking,Investment,extreme_augmented
Upstox Investment CHARGE/8925020,Investment,extreme_augmented
demat equity delivery CHARGE_94775334,Investment,extreme_augmented
POS fd*equity*delivery,Investment,extreme_augmented
account Ref-5728060826 contribution bond ONLINE,Investment,extreme_augmented
TXN:demat:purchase_81274698,Investment,extreme_augmented
sHaRes conTRIbuTIon NACH siP CHARGE,Investment,extreme_augmented
ID 8744735202 DEMAT BOOKING REF,Investment,extreme_augmented
delivery ONLINE equity demat,Investment,extreme_augmented
securitoes-account-contribution_84032276 UTR:5108577945,Investment,extreme_augmented
Ref-5847681014 Txn Demat Booking,Investment,extreme_augmented
Ref:4404595877-TXN-mutualfund-investment,Investment,extreme_augmented
TXN UTR_1512025810 upstox-sip-contribution,Investment,extreme_augmented
PORTFOLIO-EQUITY-DELIVERY-DR:80033394,Investment,extreme_augmented
ReF*2408565848:etF:EqUiTY:delIverY PAID,Investment,extreme_augmented
puurchase Ref-1510949441 6619456 upstox ECS,Investment,extreme_augmented
BANK*PPF*SIP*CONTRIBUTION*57621809 TXN,Investment,extreme_augmented
Ref-3136735058 bond sip contribution 78687927,Investment,extreme_augmented
NEFT shares:account:contribution,Investment,extreme_augmented
contribution:7122025 IMPS account ppf,Investment,extreme_augmented
Ref*5748986096 booking_upstox,Investment,extreme_augmented
UTR-1701320886 ECS EQUITY MERCHANT INVESTMENT,Investment,extreme_augmented
GROWW INVESTMENT 18940168,Investment,extreme_augmented
Ref:3659425017 fixeddeposit sip contribution/88199432,Investment,extreme_augmented
Portfolio_Sip_Contribution*10136352,Investment,extreme_augmented
demat/account/contribution POS_72868234,Investment,extreme_augmented
Fd_Pruchase:36455647 MERCHANT,Investment,extreme_augmented
NACH UTR:8607699659 stocks equity delivery*76412476,Investment,extreme_augmented
TXN Rfe/173247884 ppf equity delivery/52806464,Investment,extreme_augmented
IMPS mutualfunnd booking,Investment,extreme_augmented
1558552622 ECS demat purchase UTR,Investment,extreme_augmented
UPI FIXEDDEPOSIT INVESTMET 87980014,Investment,extreme_augmented
Ref 9113941549 securities booking 63426132,Investment,extreme_augmented
CONTRIBUTION/5191350 MUTUALFUND UTR/6190204608 BANK SIP,Investment,extreme_augmented
Ref 4968644023 ppFa CcoUNt COnTributiOn_42159292 REF,Investment,extreme_augmented
BANK Portfolio Investment,Investment,extreme_augmented
NACH zerodha investment CHARGE,Investment,extreme_augmented
Ref/1471928006 bond/si/pcontribution/35216938,Investment,extreme_augmented
UTR-7744288690 Groww Equity Delivery 74739737,Investment,extreme_augmented
conTRIBUtIOn_42980816 STocks SSip,Investment,extreme_augmented
REF*772291961 NEFT ANGELONE SIP CONTRIBUTION-38426478 PAID,Investment,extreme_augmented
Ref-2355836038 contribution:accunt:portfolio,Investment,extreme_augmented
IMPS anGElOne:acCOunt:CoNtRibUTion/84703262 PAID,Investment,extreme_augmented
POS nps booking,Investment,extreme_augmented
shares:equoty:delivery,Investment,extreme_augmented
Mutualfund Equity Bank Deelivery 4725932,Investment,extreme_augmented
TXN*stocks*investment*MERCHANT,Investment,extreme_augmented
NEFT GROWW*EQUITY*DELIVERY/34043629 MERCHANT,Investment,extreme_augmented
UPI upstox equity deliivery,Investment,extreme_augmented
TXN gROww_sip_contRIbUtIon_DEBIT_23044694,Investment,extreme_augmented
POS/BOND/bookinG/612687,Investment,extreme_augmented
POS ns investment_82885695,Investment,extreme_augmented
UTR_56696681029 ECS Portfolio Sip Contribution,Investment,extreme_augmented
Ref 7501895836 stocks_equity_delivery,Investment,extreme_augmented
MUTUALFUND-INVESTMENT ONLINE,Investment,extreme_augmented
stocks:sip:contribbution,Investment,extreme_augmented
RECURRINGEPOSIT_PURCHASE ONLINE,Investment,extreme_augmented
Sip Fd Contribution,Investment,extreme_augmented
IMPS UTR/8901226644 fD accOunT cOntriButioN-34138273,Investment,extreme_augmented
ID_5181185991 IMPS mutualfund account contribution DEBIT,Investment,extreme_augmented
ID*5054934593 BANK sip purchase,Investment,extreme_augmented
NEFT Ref/9758182655 Delivery Portfolio Equity,Investment,extreme_augmented
sip account cintribution/3728322 COMPLETED,Investment,extreme_augmented
Ref*3783740419 bond*equity*delivery*PAID,Investment,extreme_augmented
demat contribution*60107711 NEFT account,Investment,extreme_augmented
Ref-8728030804 ECS sip angeloe contribution,Investment,extreme_augmented
boNd eqUIty delivERy ACCOUNT,Investment,extreme_augmented
Ref_5669906681 Securities Contribution Account,Investment,extreme_augmented
UPI Portfolio Investnent Txn,Investment,extreme_augmented
Ref_708728158 shares purchase,Investment,extreme_augmented
etf investmetn,Investment,extreme_augmented
mutualfund purchase BANK TXN,Investment,extreme_augmented
Etf Booking Success,Investment,extreme_augmented
UPI bOnD inVEsTment PAID,Investment,extreme_augmented
BANK UTR:8678472298 demat booking,Investment,extreme_augmented
ID_6176883813_nps_equity_delivery,Investment,extreme_augmented
UTR:2527146231 TXN fd booking,Investment,extreme_augmented
pucrhase PAID zerodha,Investment,extreme_augmented
Ref_8058529634 Angelone:Equity:Delivery,Investment,extreme_augmented
UPI:portfolio:contribution:account 78783219,Investment,extreme_augmented
sip sip contribution CHARGE,Investment,extreme_augmented
ID-734269186 angelone purchase,Investment,extreme_augmented
Pos/Pppf/Sip/Contribution/14091328,Investment,extreme_augmented
IMPS rEcurringdeposiT aCcOunt ConTrIButioN DR,Investment,extreme_augmented
contribution SUCCESS-85301305 sip upstox POS,Investment,extreme_augmented
IMPS-Ref-3407402198-mutualfund-account-contribution-ACCOUNT,Investment,extreme_augmented
BANK MUtuAlfund aCcoUNt COnTRIbutiON,Investment,extreme_augmented
demat ID_8231569121 investment,Investment,extreme_augmented
SIP NPS CONTRIBUTION,Investment,extreme_augmented
Recurringdeposit*Investnent*CHARGE,Investment,extreme_augmented
groww_sip_contribution,Investment,extreme_augmented
ID:6688245232 FIXEDDEPOSIT EQUITY DELIVERY ONLINE*83476804,Investment,extreme_augmented
NACH contribution upstoxa ccount,Investment,extreme_augmented
Ref-831601487 fixeddeposit equity delivery*17562640,Investment,extreme_augmented
ECS account fd PAID contribution 61402614,Investment,extreme_augmented
eQUItY bookInG ACCOUNT,Investment,extreme_augmented
delivery demat equity ACCOUNT,Investment,extreme_augmented
ID 5584224982 investment:93090061 upstox,Investment,extreme_augmented
etf equity delivery:30474635,Investment,extreme_augmented
ID/3440165228:IMPSS:FD:PURCHASE,Investment,extreme_augmented
ACCOUNT*CONTRIBUTION*PPF*56466326*TXN,Investment,extreme_augmented
ECS Ref-7259547281 AngElonE equitY DElivery,Investment,extreme_augmented
Ref/4925124156 groww-equity-delivery 23851455,Investment,extreme_augmented
IMPS*DR*ppf*Ref*delivery*234901445*equity,Investment,extreme_augmented
ID/4238342052*bond*equity*delivery:51229103,Investment,extreme_augmented
equity*account*contribution-84738663*MERCHANT,Investment,extreme_augmented
ID:940849292 zerodha booking DEBIT,Investment,extreme_augmented
nps_sip_contribution*31095784,Investment,extreme_augmented
GroWw/aCcouNT/CoNtrIbutiON-89766137,Investment,extreme_augmented
nps onvestment ORDER,Investment,extreme_augmented
NEFT fixedeposit investment*38032239,Investment,extreme_augmented
equity*account*contribution,Investment,extreme_augmented
stocks investment-6862120 UTR 1393599587 BANNK,Investment,extreme_augmented
contribution spi fd REF*17198776,Investment,extreme_augmented
ID_3682467858 groww ivestment,Investment,extreme_augmented
recurringdeposit*sip*contribution:93908108,Investment,extreme_augmented
griww/investment,Investment,extreme_augmented
Booking/Nps 1587152,Investment,extreme_augmented
UTR:1628418360:SIP:PURCHASE,Investment,extreme_augmented
zerodha:purchase:TXN-65600327,Investment,extreme_augmented
etf Equity dEliVEry/57612545,Investment,extreme_augmented
UTR*8555726805/EquitY/BookIng,Investment,extreme_augmented
Equity_Sip_Contribution,Investment,extreme_augmented
recurringdeposit investment:71580581 DR,Investment,extreme_augmented
fd sip contrbution ORDER,Investment,extreme_augmented
RECURRINGDEPOSIT PURCHASE,Investment,extreme_augmented
zerodha investment-31578237,Investment,extreme_augmented
UTR_8777354320*CONTRIBUTION*ACCOUNT*PORTFOLIO*PAYMENT,Investment,extreme_augmented
Contribution*63444359 Account Imps Fixeddeposit,Investment,extreme_augmented
NACH Ref 3198358250 zerodha nivestment,Investment,extreme_augmented
ID_5492623983 UPI:fixeddeposit:booking 9079768,Investment,extreme_augmented
equity:investment,Investment,extreme_augmented
contribution BANK Ref*323682830 groww account,Investment,extreme_augmented
POS dmat:account:contribution REF,Investment,extreme_augmented
sip_sip_contribution ACCOUNT,Investment,extreme_augmented
Ref-8072347307 demat investment SUCCESS,Investment,extreme_augmented
Ref:4421668345 iiNvEStmEnt ETf,Investment,extreme_augmented
nps sip contribution PAYMENT,Investment,extreme_augmented
ID-3631469803 Demat Booking Chaarge*79919953,Investment,extreme_augmented
Ref-6845432280 fd investment,Investment,extreme_augmented
Ref-8969367150 zerodha equity  delivery CHARGE,Investment,extreme_augmented
PO UTR/8642485759 groww purchase_82566132,Investment,extreme_augmented
Ref/2114249533 equity*portfolio*delivery,Investment,extreme_augmented
NACH NpS acCoUNT cOntRIButioN CARD,Investment,extreme_augmented
ID*324403848 contribution CHARGE account securrities,Investment,extreme_augmented
UTR/3062851796-ppf-purchase,Investment,extreme_augmented
Ref*4308955908 ppf/sip/contribution,Investment,extreme_augmented
angelone equity delivery:34133642,Investment,extreme_augmented
upstox sip conribution PAID,Investment,extreme_augmented
zerodha/sip/contribution-19602983,Investment,extreme_augmented
ID*5458843822 IMPS FD/PURCHASE:28145765,Investment,extreme_augmented
UTR-7900833557 BANK PpF eQUity dElivEry-36654690,Investment,extreme_augmented
mutualfund contribution sip 84574347,Investment,extreme_augmented
IMPS/Nps/Booking*44498068,Investment,extreme_augmented
Upstox Sip Contribution 65411155,Investment,extreme_augmented
SeCuirTIes purCHaSE,Investment,extreme_augmented
bond-sip-contribution COMPLETED,Investment,extreme_augmented
UTR-1405857713:equity:equiy:delivery:COMPLETED/58806431,Investment,extreme_augmented
UTR:1363374852 Txn Mutualfnd Sip Contribution,Investment,extreme_augmented
Ref contribution sip portfolio 5356953527,Investment,extreme_augmented
TXN Sip Contribution anGelOne,Investment,extreme_augmented
RECURRINGDEPOSIT-EQUITY-DELIVERY_9637025,Investment,extreme_augmented
Account-Stocks-Contribution MERCHANT,Investment,extreme_augmented
UPI Ref*4687011783/portfolio/purchase,Investment,extreme_augmented
ECS sip 2603630685 Ref contribution:50719252 bond CHARGE,Investment,extreme_augmented
UTR*999658437 Stocks Ivestment 35997210 MERCHANT,Investment,extreme_augmented
ID/4550882119 RECURRINGDEPOSIT*BOOKING*40497743 ORDER,Investment,extreme_augmented
ECS sip_Ref_stocks_contribution_1807043390_COMPLETED,Investment,extreme_augmented
IMPS securities equity delivery CARD,Investment,extreme_augmented
Ref_6910699630 securities_invstment,Investment,extreme_augmented
DEMAT EQUITY DELIVERY:16603473 CHARGE,Investment,extreme_augmented
TXN recurringdeposit:sip:contribution,Investment,extreme_augmented
fxeddeposit investment,Investment,extreme_augmented
